WB_region15,GBD_region,Country,iso3,LocID,X1.1,X1.2,X3.3,X3.1,X3.5,X3.4,X3.2,X3.6,X3.7,X3.8,X3.9,X2.8,X2.4,X2.14,X2.5,X2.2,X2.3,X2.1,X2.6,X2.7,X2.11,X2.10,X2.13,X2.12,X2.9,X4.2,X4.1,X4.3,X4.4,X5.1,X5.2,X5.3,X5.4,X5.5,X5.6,X5.7
LIC,Western Sub‐Saharan Africa,Sierra Leone,SLE,694,0.01,0.203339255,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.203339255,0.203339255,0.203339255,0.203339255,0.203339255,0.203339255,0.203339255,0.203339255,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,1,0.166666667,0,0,0,0
HIC,High‐income Asia Pacific,Singapore,SGP,702,0.103,0.606003496,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.606003496,0.606003496,0.606003496,0.606003496,0.606003496,0.606003496,0.606003496,0.606003496,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,1,0.666666667,0,0.75,0.75,0
HIC,Central Europe,Slovakia,SVK,703,0.103,0.637068871,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.637068871,0.637068871,0.637068871,0.637068871,0.637068871,0.637068871,0.637068871,0.637068871,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,1,0.5,0.333333333,0.5,0.5,0,0
HIC,Central Europe,Slovenia,SVN,705,0.103,0.519914164,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.519914164,0.519914164,0.519914164,0.519914164,0.519914164,0.519914164,0.519914164,0.519914164,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,1,0.5,0.333333333,1,0.75,1,0
LMIC,Oceania,Solomon Islands,SLB,90,0.01,0.145160549,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.145160549,0.145160549,0.145160549,0.145160549,0.145160549,0.145160549,0.145160549,0.145160549,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0,0.333333333,0,0,0,0
LIC,Eastern Sub‐Saharan Africa,Somalia,SOM,706,0.01,0.264300523,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.264300523,0.264300523,0.264300523,0.264300523,0.264300523,0.264300523,0.264300523,0.264300523,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,1,0,1,0,0,0
UMIC,Southern Sub‐Saharan Africa,South Africa,ZAF,710,0.043,0.465029929,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.465029929,0.465029929,0.465029929,0.465029929,0.465029929,0.465029929,0.465029929,0.465029929,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0.5,0.166666667,0,0.5,1,0
HIC,High‐income Asia Pacific,South Korea,KOR,410,0.103,0.710942367,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.710942367,0.710942367,0.710942367,0.710942367,0.710942367,0.710942367,0.710942367,0.710942367,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.5,0,1,0.5,0
LIC,Eastern Sub‐Saharan Africa,South Sudan,SSD,728,0.01,0.252197934,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.252197934,0.252197934,0.252197934,0.252197934,0.252197934,0.252197934,0.252197934,0.252197934,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0,0,0.5,0,0,0
HIC,Western Europe,Spain,ESP,724,0.103,0.535833899,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.535833899,0.535833899,0.535833899,0.535833899,0.535833899,0.535833899,0.535833899,0.535833899,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,1,0.5,0.666666667,0,0.75,0.5,0
LMIC,Southeast Asia,Sri Lanka,LKA,144,0.01,0.357802756,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.357802756,0.357802756,0.357802756,0.357802756,0.357802756,0.357802756,0.357802756,0.357802756,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,0.5,0.333333333,0.5,1,0.25,0
LMIC,North Africa and Middle East,Sudan,SDN,729,0.01,0.228699415,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.228699415,0.228699415,0.228699415,0.228699415,0.228699415,0.228699415,0.228699415,0.228699415,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,1,0.166666667,1,0,0,0
UMIC,Caribbean,Suriname,SUR,740,0.043,0.495416375,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.495416375,0.495416375,0.495416375,0.495416375,0.495416375,0.495416375,0.495416375,0.495416375,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,1,1,0,0,0.25,0
LMIC,Southern Sub‐Saharan Africa,Swaziland,SWZ,748,0.01,0.344577356,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.344577356,0.344577356,0.344577356,0.344577356,0.344577356,0.344577356,0.344577356,0.344577356,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,1,0.166666667,0,0,0.25,0
HIC,Western Europe,Sweden,SWE,752,0.103,0.396250107,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.396250107,0.396250107,0.396250107,0.396250107,0.396250107,0.396250107,0.396250107,0.396250107,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.166666667,1,0.25,0.5,0
HIC,Western Europe,Switzerland,CHE,756,0.103,0.561019371,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.561019371,0.561019371,0.561019371,0.561019371,0.561019371,0.561019371,0.561019371,0.561019371,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.333333333,0,0.75,0.75,0
LMIC,North Africa and Middle East,Syria,SYR,760,0.01,0.442730036,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.442730036,0.442730036,0.442730036,0.442730036,0.442730036,0.442730036,0.442730036,0.442730036,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,1,0.333333333,0.5,0,0,0
HIC,East Asia,Taiwan,TWN,158,0.103,0.606040638,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.606040638,0.606040638,0.606040638,0.606040638,0.606040638,0.606040638,0.606040638,0.606040638,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,0,0,0,0,0,0
LMIC,Central Asia,Tajikistan,TJK,762,0.01,0.327047172,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.327047172,0.327047172,0.327047172,0.327047172,0.327047172,0.327047172,0.327047172,0.327047172,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0.5,0.166666667,0.5,0,0.5,0
LIC,Eastern Sub‐Saharan Africa,Tanzania,TZA,834,0.01,0.152400152,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.152400152,0.152400152,0.152400152,0.152400152,0.152400152,0.152400152,0.152400152,0.152400152,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0.5,0.166666667,0,0,0,0
UMIC,Southeast Asia,Thailand,THA,764,0.043,0.444058595,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.444058595,0.444058595,0.444058595,0.444058595,0.444058595,0.444058595,0.444058595,0.444058595,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0.5,0.833333333,1,1,1,0
HIC,Caribbean,The Bahamas,BHS,44,0.103,0.529802739,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.529802739,0.529802739,0.529802739,0.529802739,0.529802739,0.529802739,0.529802739,0.529802739,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,0.5,0,0,0,0.25,0
LIC,Western Sub‐Saharan Africa,The Gambia,GMB,270,0.01,0.27886765,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.27886765,0.27886765,0.27886765,0.27886765,0.27886765,0.27886765,0.27886765,0.27886765,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0.5,0.5,0.166666667,0,0,0,0
LMIC,Southeast Asia,Timor-Leste,TLS,626,0.01,0.241728554,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.241728554,0.241728554,0.241728554,0.241728554,0.241728554,0.241728554,0.241728554,0.241728554,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0.5,0.5,0,0.25,0.25,0
LIC,Western Sub‐Saharan Africa,Togo,TGO,768,0.01,0.203704667,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.203704667,0.203704667,0.203704667,0.203704667,0.203704667,0.203704667,0.203704667,0.203704667,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0.5,0.5,0,0,0,0
LMIC,Oceania,Tonga,TON,776,0.01,0.264014425,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.264014425,0.264014425,0.264014425,0.264014425,0.264014425,0.264014425,0.264014425,0.264014425,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,0,0.666666667,0,0,0,0
HIC,Caribbean,Trinidad and Tobago,TTO,780,0.103,0.466946254,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.466946254,0.466946254,0.466946254,0.466946254,0.466946254,0.466946254,0.466946254,0.466946254,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,0.5,0.333333333,0,0,0.25,0
LMIC,North Africa and Middle East,Tunisia,TUN,788,0.01,0.367087124,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.367087124,0.367087124,0.367087124,0.367087124,0.367087124,0.367087124,0.367087124,0.367087124,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,0,0.333333333,0,0.75,0.5,0
UMIC,North Africa and Middle East,Turkey,TUR,792,0.043,0.578824932,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.578824932,0.578824932,0.578824932,0.578824932,0.578824932,0.578824932,0.578824932,0.578824932,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,1,1,1,1,1,0.5,0
UMIC,Central Asia,Turkmenistan,TKM,795,0.043,0.463997582,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.463997582,0.463997582,0.463997582,0.463997582,0.463997582,0.463997582,0.463997582,0.463997582,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0,0.5,0.5,1,0.75,0.25,0
LIC,Eastern Sub‐Saharan Africa,Uganda,UGA,800,0.01,0.184026035,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.184026035,0.184026035,0.184026035,0.184026035,0.184026035,0.184026035,0.184026035,0.184026035,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0.5,0.5,0.666666667,0,0,0,0
LMIC,Eastern Europe,Ukraine,UKR,804,0.01,0.487380142,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.487380142,0.487380142,0.487380142,0.487380142,0.487380142,0.487380142,0.487380142,0.487380142,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,1,1,0.333333333,0.5,0,0.25,0
HIC,North Africa and Middle East,United Arab Emirates,ARE,784,0.103,0.373950535,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.373950535,0.373950535,0.373950535,0.373950535,0.373950535,0.373950535,0.373950535,0.373950535,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,0,0.666666667,0,1,0.25,0
HIC,Western Europe,United Kingdom,GBR,826,0.103,0.475321106,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.475321106,0.475321106,0.475321106,0.475321106,0.475321106,0.475321106,0.475321106,0.475321106,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,1,0.5,0.833333333,0,1,0.5,0
HIC,High‐income North America,United States,USA,840,0.103,0.694848641,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.694848641,0.694848641,0.694848641,0.694848641,0.694848641,0.694848641,0.694848641,0.694848641,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,0.5,0.333333333,0,0.75,1,0
HIC,Southern Latin America,Uruguay,URY,858,0.103,0.546539354,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.546539354,0.546539354,0.546539354,0.546539354,0.546539354,0.546539354,0.546539354,0.546539354,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0.5,0.5,0.666666667,0,0.75,0.75,0
LMIC,Central Asia,Uzbekistan,UZB,860,0.01,0.435069036,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.435069036,0.435069036,0.435069036,0.435069036,0.435069036,0.435069036,0.435069036,0.435069036,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0.5,0.166666667,1,0.75,0.75,0
LMIC,Oceania,Vanuatu,VUT,548,0.01,0.136112585,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.136112585,0.136112585,0.136112585,0.136112585,0.136112585,0.136112585,0.136112585,0.136112585,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,1,0.333333333,0,0,0.25,0
UMIC,Central Latin America,Venezuela,VEN,862,0.043,0.6302894,0.46,0.62,0.62,0.62,0.62,0.317,0.317,0.317,0.317,0.46,0.6302894,0.6302894,0.6302894,0.6302894,0.6302894,0.6302894,0.6302894,0.6302894,0.114,0.114,0.7,0.55,0.043,0.62,0.62,0.46,0.46,0.5,0.5,0.333333333,0,0,0.25,0
LMIC,Southeast Asia,Vietnam,VNM,704,0.01,0.296407886,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.296407886,0.296407886,0.296407886,0.296407886,0.296407886,0.296407886,0.296407886,0.296407886,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0.5,0.666666667,0,1,0,0
HIC,Caribbean,"Virgin Islands, U.S.",VIR,850,0.103,0.491180417,0.63,0.93,0.93,0.93,0.93,0.736,0.736,0.736,0.736,0.63,0.491180417,0.491180417,0.491180417,0.491180417,0.491180417,0.491180417,0.491180417,0.491180417,0.224,0.224,0.9,0.7,0.103,0.93,0.93,0.63,0.63,0,0,0,0,0,0,0
LMIC,North Africa and Middle East,Yemen,YEM,887,0.01,0.365039277,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.365039277,0.365039277,0.365039277,0.365039277,0.365039277,0.365039277,0.365039277,0.365039277,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0.5,1,0.5,1,0,0,0
LMIC,Eastern Sub‐Saharan Africa,Zambia,ZMB,894,0.01,0.238971637,0.13,0.31,0.31,0.31,0.31,0.03,0.03,0.03,0.03,0.13,0.238971637,0.238971637,0.238971637,0.238971637,0.238971637,0.238971637,0.238971637,0.238971637,0.037,0.037,0.5,0.4,0.01,0.31,0.31,0.13,0.13,0,0.5,0.166666667,0,0,0.25,0
LIC,Southern Sub‐Saharan Africa,Zimbabwe,ZWE,716,0.01,0.356972666,0.06,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.06,0.356972666,0.356972666,0.356972666,0.356972666,0.356972666,0.356972666,0.356972666,0.356972666,0.037,0.037,0.03,0.25,0.01,0.04,0.04,0.06,0.06,0,0.5,0.166666667,0,0,0,0
