measure,location,sex,age,cause,rei,metric,year,val,upper,lower
Prevalence,Solomon Islands,Female,20 to 24,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0.983049081,1.746478278,0.441606064
Prevalence,Solomon Islands,Male,25 to 29,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,8.25456912,15.33200419,3.245159721
Prevalence,Solomon Islands,Female,25 to 29,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,3.117940561,5.948328661,1.264950942
Prevalence,Solomon Islands,Male,30 to 34,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,16.25096117,28.95088136,7.613708291
Prevalence,Solomon Islands,Female,30 to 34,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,5.670450237,10.4424749,2.476161071
Prevalence,Solomon Islands,Male,35 to 39,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,30.49832127,57.50854465,14.48934975
Prevalence,Solomon Islands,Female,35 to 39,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,9.806694875,18.99225828,4.394845025
Prevalence,Solomon Islands,Male,40 to 44,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,67.82634992,123.4228254,34.51410783
Prevalence,Solomon Islands,Female,40 to 44,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,23.4934841,44.14823569,11.7095203
Prevalence,Solomon Islands,Male,45 to 49,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,166.6308143,287.2338822,92.08372583
Prevalence,Solomon Islands,Female,45 to 49,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,67.69726383,121.600213,35.52969428
Prevalence,Solomon Islands,Male,50 to 54,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,316.9762377,547.2268671,172.8405105
Prevalence,Solomon Islands,Female,50 to 54,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,142.4853311,246.5730356,77.40980813
Prevalence,Solomon Islands,Male,55 to 59,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,516.9651575,900.9533714,242.1581548
Prevalence,Solomon Islands,Female,55 to 59,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,246.6189964,458.7127511,109.417486
Prevalence,Solomon Islands,Male,60 to 64,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,961.0061019,1551.908878,508.2748268
Prevalence,Solomon Islands,Female,60 to 64,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,490.6381528,845.1118153,251.4147513
Prevalence,Solomon Islands,Male,65 to 69,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,2103.757066,3349.904606,1144.845802
Prevalence,Solomon Islands,Female,65 to 69,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,1156.92601,1863.978833,634.3222825
Prevalence,Solomon Islands,Male,70 to 74,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,3414.183691,5706.431601,1781.444822
Prevalence,Solomon Islands,Female,70 to 74,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,2061.73894,3393.549449,1114.083737
Prevalence,Solomon Islands,Male,75 to 79,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,4645.57691,8166.639131,2468.386762
Prevalence,Solomon Islands,Female,75 to 79,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,3199.782517,5470.922935,1677.65847
Prevalence,Solomon Islands,Male,<1 year,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Solomon Islands,Female,<1 year,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Solomon Islands,Male,80 to 84,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,6200.030648,10434.27313,3394.109603
Prevalence,Solomon Islands,Female,80 to 84,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,4828.327707,7952.40504,2634.259214
Prevalence,Solomon Islands,Male,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,9506.395789,15004.67037,5487.121928
Prevalence,Solomon Islands,Female,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,8405.975529,13569.6161,4822.390659
Prevalence,Belgium,Male,1 to 4,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Belgium,Female,1 to 4,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Belgium,Male,5 to 9,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Belgium,Female,5 to 9,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Belgium,Male,10 to 14,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Belgium,Female,10 to 14,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Belgium,Male,15 to 19,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0.336889146,0.684831134,0.133168144
Prevalence,Belgium,Female,15 to 19,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0.276872752,0.561800878,0.110208982
Prevalence,Belgium,Male,20 to 24,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,2.782754755,4.978359049,1.290730199
Prevalence,Belgium,Female,20 to 24,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,1.555950423,2.804254034,0.677807449
Prevalence,Belgium,Male,25 to 29,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,8.785716715,15.69529236,3.993274128
Prevalence,Belgium,Female,25 to 29,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,4.220103134,7.674448508,1.767859447
Prevalence,Belgium,Male,30 to 34,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,17.23507038,28.78989849,8.279307736
Prevalence,Belgium,Female,30 to 34,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,6.961072722,12.87636276,2.974671709
Prevalence,Belgium,Male,35 to 39,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,28.05904014,50.51603281,13.89048415
Prevalence,Belgium,Female,35 to 39,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,9.485027663,18.16065565,3.882881511
Prevalence,Belgium,Male,40 to 44,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,53.87147289,87.24079161,31.07447813
Prevalence,Belgium,Female,40 to 44,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,18.70119999,31.56855879,10.45039441
Prevalence,Belgium,Male,45 to 49,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,151.7334941,223.3209737,91.22507685
Prevalence,Belgium,Female,45 to 49,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,61.61767807,99.88168635,36.24348764
Prevalence,Belgium,Male,50 to 54,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,320.4111652,476.8485502,196.7499255
Prevalence,Belgium,Female,50 to 54,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,134.5660754,210.7237281,81.65564262
Prevalence,Belgium,Male,55 to 59,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,521.9108858,787.1248707,294.2009043
Prevalence,Belgium,Female,55 to 59,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,218.5948256,357.9182145,119.3376346
Prevalence,Belgium,Male,60 to 64,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,881.6714413,1298.175691,504.8890763
Prevalence,Belgium,Female,60 to 64,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,411.3993771,640.1134798,232.1136584
Prevalence,Belgium,Male,65 to 69,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,1788.352591,2613.721246,1089.755231
Prevalence,Belgium,Female,65 to 69,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,1026.414903,1550.137558,608.4302141
Prevalence,Belgium,Male,70 to 74,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,3048.294173,4424.799779,1809.726355
Prevalence,Belgium,Female,70 to 74,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,1946.617114,2845.518545,1174.913841
Prevalence,Belgium,Male,75 to 79,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,4382.968695,6465.045576,2806.267066
Prevalence,Belgium,Female,75 to 79,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,3011.170628,4511.153701,1829.280891
Prevalence,Belgium,Male,<1 year,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Belgium,Female,<1 year,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Belgium,Male,80 to 84,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,5953.919483,8670.891001,3806.558661
Prevalence,Belgium,Female,80 to 84,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,4335.545674,6548.12456,2732.351707
Prevalence,Belgium,Male,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,9105.420052,13274.60791,6036.163199
Prevalence,Belgium,Female,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,6874.551412,9955.522641,4473.368914
Prevalence,Cuba,Male,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,8758.511751,13495.32771,5196.910802
Prevalence,Cuba,Female,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2010,4478.017962,6819.533967,2659.070474
Prevalence,Cyprus,Male,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2019,1.97300505,3.143433223,1.131216597
Prevalence,Cyprus,Female,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2019,4.744914247,7.690762688,2.709970906
Prevalence,Cyprus,Male,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2019,4.383075033,7.361024736,2.195620359
Prevalence,Cyprus,Female,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2019,11.10715262,19.01910631,5.467831355
Prevalence,Cyprus,Male,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2019,3.376407154,5.58325546,1.59910328
Prevalence,Cyprus,Female,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2019,3.980899997,6.650720586,1.964623959
Prevalence,Cyprus,Male,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2019,3.077513293,5.310331987,1.473903455
Prevalence,Cyprus,Female,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2019,2.317746437,3.939662175,1.115705856
Prevalence,Cyprus,Male,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2019,2.70897238,4.333176473,1.450071759
Prevalence,Cyprus,Female,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2019,1.952119656,3.087793782,1.049274898
Prevalence,Cyprus,Male,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2019,2.946342613,4.885695363,1.5062994
Prevalence,Cyprus,Female,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2019,1.88016472,3.070378227,0.949756355
Prevalence,Cyprus,Male,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2019,2.570316873,4.666490302,1.165405557
Prevalence,Cyprus,Female,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2019,3.095081058,5.74365924,1.256401996
Prevalence,Cyprus,Male,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2019,1.238089374,2.135109264,0.633546302
Prevalence,Cyprus,Female,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2019,2.046724025,3.653801166,0.98264198
Prevalence,Cyprus,Male,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2019,1.742401434,3.17285873,0.940881743
Prevalence,Cyprus,Female,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2019,0.945906277,1.745907907,0.490653661
Prevalence,Cyprus,Male,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2019,1.84459044,2.914889207,1.128381954
Prevalence,Cyprus,Female,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2019,1.664494214,2.68271627,1.031695915
Prevalence,Cyprus,Male,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2019,3.546163375,5.581907748,2.109665194
Prevalence,Cyprus,Female,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2019,1.482186795,2.363872819,0.905610233
Prevalence,Cyprus,Male,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2019,5.214384871,7.910684784,3.064802359
Prevalence,Cyprus,Female,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2019,1.671361686,2.675776431,0.991906842
Prevalence,Cyprus,Male,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2019,5.188109938,7.973820451,2.982815445
Prevalence,Cyprus,Female,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2019,1.859281346,2.922949342,1.080548818
Prevalence,Cyprus,Male,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2019,7.340549999,12.00684637,4.436451063
Prevalence,Cyprus,Female,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2019,2.835269222,4.399313327,1.697654654
Prevalence,Cyprus,Male,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2019,7.662100135,13.13518878,4.120313095
Prevalence,Cyprus,Female,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2019,8.605415234,14.74680945,4.681237725
Prevalence,Cyprus,Male,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2019,7.343302813,11.62903036,4.177679778
Prevalence,Cyprus,Female,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2019,6.646819108,10.4220069,3.787642785
Prevalence,Cyprus,Male,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2019,0.725751417,1.21096732,0.398920698
Prevalence,Cyprus,Female,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2019,0.362479384,0.618403517,0.19149732
Prevalence,Cyprus,Male,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2019,7.468742715,11.70660625,4.411324941
Prevalence,Cyprus,Female,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2019,34.33216509,53.81718771,19.61533182
Prevalence,Cyprus,Male,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2019,13.48550451,20.59058646,8.003191251
Prevalence,Cyprus,Female,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2019,51.18915699,79.52053573,30.82335022
Prevalence,Uganda,Male,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2019,0.529616999,0.984819293,0.248655281
Prevalence,Uganda,Female,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2019,0.474288978,0.874694853,0.209146569
Prevalence,Uganda,Male,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2019,0.223420919,0.439540783,0.097520203
Prevalence,Uganda,Female,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2019,0.168260942,0.328110763,0.071255797
Prevalence,Uganda,Male,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2019,0.077722855,0.165085348,0.029025324
Prevalence,Uganda,Female,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2019,0.056669372,0.12462629,0.020079065
Prevalence,Uganda,Male,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2019,0.066550805,0.150447543,0.022580121
Prevalence,Uganda,Female,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2019,0.061315854,0.136050997,0.020718512
Prevalence,Uganda,Male,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2019,0.066227635,0.134528804,0.024177392
Prevalence,Uganda,Female,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2019,0.069095889,0.141260046,0.025633558
Prevalence,Uganda,Male,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2019,0.084343014,0.18094603,0.027426593
Prevalence,Uganda,Female,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2019,0.059411511,0.131814428,0.018841539
Prevalence,Uganda,Male,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2019,0.095262348,0.191018813,0.035962394
Prevalence,Uganda,Female,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2019,0.090016088,0.2031956,0.031239619
Prevalence,Uganda,Male,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2019,0.235089204,0.51820031,0.088490939
Prevalence,Uganda,Female,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2019,0.163235177,0.37084005,0.058920963
Prevalence,Uganda,Male,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2019,0.644160098,1.232920085,0.274474098
Prevalence,Uganda,Female,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2019,0.380509764,0.768720455,0.147113893
Prevalence,Uganda,Male,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2019,1.741704987,3.562066838,0.789021799
Prevalence,Uganda,Female,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2019,0.870285042,1.736232062,0.377599835
Prevalence,Uganda,Male,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2019,3.073275062,6.007700593,1.433735221
Prevalence,Uganda,Female,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2019,1.669025355,3.225431402,0.783068875
Prevalence,Uganda,Male,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2019,5.420173532,11.86372973,2.178038366
Prevalence,Uganda,Female,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2019,2.483740566,5.399089039,0.997452817
Prevalence,Uganda,Male,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2019,8.884046661,17.16657738,3.923656944
Prevalence,Uganda,Female,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2019,3.991494692,7.951939544,1.760166622
Prevalence,Uganda,Male,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2019,17.15668696,32.86993306,7.498469517
Prevalence,Uganda,Female,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2019,10.44693476,20.14076455,4.424504574
Prevalence,Uganda,Male,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2019,31.90675208,61.14985929,13.67628076
Prevalence,Uganda,Female,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2019,17.11247271,31.89648839,7.559731189
Prevalence,Uganda,Male,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2019,41.08403637,76.85623593,17.97355053
Prevalence,Uganda,Female,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2019,22.37502236,40.46730819,10.08451933
Prevalence,Uganda,Male,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2019,0.256750806,0.473118943,0.119841731
Prevalence,Uganda,Female,<1 year,Heart failure due to myocarditis,Heart failure,Rate,2019,0.171024075,0.312539567,0.075830726
Prevalence,Uganda,Male,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2019,56.94316065,104.1033181,29.03008927
Prevalence,Uganda,Female,80 to 84,Heart failure due to myocarditis,Heart failure,Rate,2019,39.31467239,69.607643,19.20944088
Prevalence,Uganda,Male,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2019,126.2011434,219.9848742,61.24685424
Prevalence,Uganda,Female,85 plus,Heart failure due to myocarditis,Heart failure,Rate,2019,82.74001884,143.4851252,41.90818892
Prevalence,Iceland,Male,1 to 4,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Iceland,Female,1 to 4,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Iceland,Male,5 to 9,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Iceland,Female,5 to 9,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Iceland,Male,10 to 14,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Iceland,Female,10 to 14,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Iceland,Male,15 to 19,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0.311695606,0.631708681,0.11445964
Prevalence,Iceland,Female,15 to 19,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0.222517935,0.459271545,0.090917867
Prevalence,Iceland,Male,20 to 24,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,3.244354606,5.744601292,1.517867883
Prevalence,Iceland,Female,20 to 24,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,1.458726752,2.635199597,0.672780771
Prevalence,Iceland,Male,25 to 29,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,10.74909832,18.83344651,4.839112965
Prevalence,Iceland,Female,25 to 29,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,3.92849704,7.199718531,1.671199911
Prevalence,Iceland,Male,30 to 34,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,20.12131494,33.40391238,9.106736191
Prevalence,Iceland,Female,30 to 34,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,6.269590855,12.11349779,2.630788853
Prevalence,Iceland,Male,35 to 39,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,31.31513103,55.11039921,14.76677879
Prevalence,Iceland,Female,35 to 39,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,8.88335043,17.88529399,3.345999597
Prevalence,Iceland,Male,40 to 44,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,57.07699477,98.84329268,31.16689348
Prevalence,Iceland,Female,40 to 44,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,15.15235776,28.44465872,6.730750233
Prevalence,Iceland,Male,45 to 49,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,139.207802,211.0993224,82.66863418
Prevalence,Iceland,Female,45 to 49,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,34.76757259,59.3498998,19.02450728
Prevalence,Iceland,Male,50 to 54,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,270.271012,405.6934106,162.0237653
Prevalence,Iceland,Female,50 to 54,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,62.35362549,102.8699875,35.45062067
Prevalence,Iceland,Male,55 to 59,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,419.9747571,624.4105968,228.4294901
Prevalence,Iceland,Female,55 to 59,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,88.89550954,152.6299884,44.78817939
Prevalence,Iceland,Male,60 to 64,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,782.1485094,1140.3895,451.0782117
Prevalence,Iceland,Female,60 to 64,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,205.4864074,323.6483414,112.8744643
Prevalence,Iceland,Male,65 to 69,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,1921.566234,2764.047604,1188.041826
Prevalence,Iceland,Female,65 to 69,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,657.389278,999.6228501,375.7648768
Prevalence,Iceland,Male,70 to 74,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,3489.386352,5009.127904,2068.252523
Prevalence,Iceland,Female,70 to 74,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,1335.294374,1972.669139,744.024762
Prevalence,Iceland,Male,75 to 79,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,5080.176253,7574.849926,3014.224864
Prevalence,Iceland,Female,75 to 79,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,2195.579693,3435.103418,1250.578545
Prevalence,Iceland,Male,<1 year,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Iceland,Female,<1 year,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,0,0,0
Prevalence,Iceland,Male,80 to 84,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,7031.268206,10186.26438,4387.308175
Prevalence,Iceland,Female,80 to 84,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,3409.048926,5193.031279,2089.764623
Prevalence,Iceland,Male,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,11019.60537,16236.81844,6906.929845
Prevalence,Iceland,Female,85 plus,Heart failure due to ischemic heart disease,Heart failure,Rate,2019,5566.892043,8341.248127,3498.339398
Prevalence,Burundi,Male,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2019,0.96229627,1.755690911,0.443872394
Prevalence,Burundi,Female,1 to 4,Heart failure due to myocarditis,Heart failure,Rate,2019,0.875463079,1.613503944,0.417069618
Prevalence,Burundi,Male,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2019,0.365325878,0.710796346,0.154330563
Prevalence,Burundi,Female,5 to 9,Heart failure due to myocarditis,Heart failure,Rate,2019,0.282269491,0.563563561,0.12190861
Prevalence,Burundi,Male,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2019,0.115126222,0.242092118,0.041228769
Prevalence,Burundi,Female,10 to 14,Heart failure due to myocarditis,Heart failure,Rate,2019,0.085106923,0.183584297,0.027349952
Prevalence,Burundi,Male,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2019,0.106241328,0.22322769,0.034866139
Prevalence,Burundi,Female,15 to 19,Heart failure due to myocarditis,Heart failure,Rate,2019,0.098510118,0.218541612,0.033630212
Prevalence,Burundi,Male,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2019,0.11020547,0.218568815,0.041263043
Prevalence,Burundi,Female,20 to 24,Heart failure due to myocarditis,Heart failure,Rate,2019,0.117548033,0.236054445,0.04290781
Prevalence,Burundi,Male,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2019,0.142746235,0.308227211,0.049072148
Prevalence,Burundi,Female,25 to 29,Heart failure due to myocarditis,Heart failure,Rate,2019,0.111354846,0.243720531,0.036757328
Prevalence,Burundi,Male,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2019,0.170507538,0.365421171,0.067708362
Prevalence,Burundi,Female,30 to 34,Heart failure due to myocarditis,Heart failure,Rate,2019,0.170070043,0.370913509,0.060968123
Prevalence,Burundi,Male,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2019,0.437668838,0.988269451,0.163618963
Prevalence,Burundi,Female,35 to 39,Heart failure due to myocarditis,Heart failure,Rate,2019,0.295326716,0.666115168,0.107935158
Prevalence,Burundi,Male,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2019,1.216097986,2.382274511,0.527032404
Prevalence,Burundi,Female,40 to 44,Heart failure due to myocarditis,Heart failure,Rate,2019,0.660986527,1.27472049,0.295216688
Prevalence,Burundi,Male,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2019,3.254057532,6.493437885,1.473297587
Prevalence,Burundi,Female,45 to 49,Heart failure due to myocarditis,Heart failure,Rate,2019,1.470372103,2.888037199,0.656709811
Prevalence,Burundi,Male,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2019,5.542337871,10.41279919,2.692855564
Prevalence,Burundi,Female,50 to 54,Heart failure due to myocarditis,Heart failure,Rate,2019,2.777889578,5.35970949,1.297711747
Prevalence,Burundi,Male,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2019,9.176627427,18.15559757,3.599610106
Prevalence,Burundi,Female,55 to 59,Heart failure due to myocarditis,Heart failure,Rate,2019,4.040943889,8.061346647,1.704070131
Prevalence,Burundi,Male,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2019,14.81725461,26.79534955,6.774648193
Prevalence,Burundi,Female,60 to 64,Heart failure due to myocarditis,Heart failure,Rate,2019,6.372982007,11.2358485,2.971588836
Prevalence,Burundi,Male,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2019,28.55111581,48.35409001,13.31208769
Prevalence,Burundi,Female,65 to 69,Heart failure due to myocarditis,Heart failure,Rate,2019,16.68340943,28.36125819,7.600009811
Prevalence,Burundi,Male,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2019,54.15728218,92.19186679,25.52823767
Prevalence,Burundi,Female,70 to 74,Heart failure due to myocarditis,Heart failure,Rate,2019,27.25918566,46.07418823,13.31860544
Prevalence,Burundi,Male,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2019,69.92288712,120.4275358,33.70380502
Prevalence,Burundi,Female,75 to 79,Heart failure due to myocarditis,Heart failure,Rate,2019,35.10091517,57.88443498,17.4851667
