"wb2021","year_id","Code","Intervention","Baseline.cost","Adjusted.cost","Incremental.cost","Deaths.avert","DALYS.Baseline","DALYS.Adjusted","DALYS.avert","discount.rate","val","Gross.benefits","Forgone.surplus"
"LMIC",2022,3.1,"Medical management of ACS",1958301377.8827,1958301377.8827,0,0,46163662.768027,46163662.768027,0,1,4082.016638,0,0
"LMIC",2022,3.2,"Heart failure acute treatment",3361724052.56779,3361724052.56779,0,0,52329534.9393523,52329534.9393523,0,1,4082.016638,0,0
"LMIC",2022,3.3,"Cervical cancer screening and treatment",466133258.091701,466133258.091701,0,0,3275552.74432818,3275552.74432818,0,1,4082.016638,0,0
"LMIC",2022,3.4,"Asthma/COPD acute treatment",2938780653.10058,2938780653.10058,0,0,26306991.5242684,26306991.5242684,0,1,4082.016638,0,0
"LMIC",2022,3.6,"Management of bowel obstruction",149339730.370634,149339730.370634,0,0,2862010.90528212,2862010.90528212,0,1,4082.016638,0,0
"LMIC",2022,3.7,"Management of appendicitis",10446929.9521909,10446929.9521909,0,0,653905.584093902,653905.584093902,0,1,4082.016638,0,0
"LMIC",2022,3.8,"Repair of hernias",493810407.540611,493810407.540611,0,0,3586227.55862869,3586227.55862869,0,1,4082.016638,0,0
"LMIC",2022,3.9,"Repair of gastrointestinal perforations",2752051.16017642,2752051.16017642,0,0,2024779.51992607,2024779.51992607,0,1,4082.016638,0,0
"LMIC",2022,4.1,"PCI for ACS",1409606066.63928,1409606066.63928,0,0,46163662.768027,46163662.768027,0,1,4082.016638,0,0
"LMIC",2022,4.2,"Management of acute ventilatory failure",104209308.016648,104209308.016648,0,0,26306991.5242684,26306991.5242684,0,1,4082.016638,0,0
"LMIC",2022,4.3,"Treatment of early-stage breast cancer",6254203.47921104,6254203.47921104,0,0,5426442.67329172,5426442.67329172,0,1,4082.016638,0,0
"LMIC",2022,4.4,"Treatment of early-stage colorectal cancer",45451849.2247973,45451849.2247973,0,0,3008788.08366057,3008788.08366057,0,1,4082.016638,0,0
"LMIC",2022,5.1,"Tobacco tax",1871441.49570604,1871441.49570604,0,0,134045068.338595,134045068.338595,0,1,4082.016638,0,0
"LMIC",2022,5.2,"Alcohol tax",2044767.13907821,2044767.13907821,0,0,38847782.5966013,38847782.5966013,0,1,4082.016638,0,0
"LMIC",2022,5.3,"Tobacco policy",6986838.60213291,6986838.60213291,0,0,134045068.338595,134045068.338595,0,1,4082.016638,0,0
"LMIC",2022,5.4,"Alcohol policy",2140439.92092059,2140439.92092059,0,0,38847782.5966013,38847782.5966013,0,1,4082.016638,0,0
"LMIC",2022,5.5,"Salt policy",230952101.158119,230952101.158119,0,0,77637215.8715063,77637215.8715063,0,1,4082.016638,0,0
"LMIC",2022,5.6,"Trans fat policy",93998941.6462403,93998941.6462403,0,0,46163662.768027,46163662.768027,0,1,4082.016638,0,0
"LMIC",2023,1.1,"IDU harm reduction measures",2781358.09917065,21277922.7099629,18496564.6107922,519.809799537329,7356548.48736399,7356548.48736399,0,0.92,4440.116465,0,0
"LMIC",2023,1.2,"Pulmonary rehabilitation",40657281.1257919,48502646.2141716,7845365.08837962,3588.19076254791,18163009.0321312,18163009.0321312,0,0.92,4440.116465,0,0
"LMIC",2023,2.1,"Depression chronic treatment",103165387.698392,122067126.284712,18901738.5863201,526.440381591641,29593029.6781796,29585669.8740028,7358.92987623688,0.92,4440.116465,32674505.7082598,0
"LMIC",2023,2.11,"Bipolar disorder chronic treatment",186937940.672177,547232071.351832,360294130.679655,15.9720505038033,3273978.03610754,3217241.68229665,56736.3538108967,0.92,4440.116465,251916018.719828,0
"LMIC",2023,2.12,"Schizophrenia chronic treatment",984937047.499225,1102283931.52112,117346884.021899,4.09659084584746,3017300.03580401,2988247.16201169,29052.8737923231,0.92,4440.116465,128998143.280861,0
"LMIC",2023,2.13,"Epilepsy acute and chronic treatment",398105109.215056,427420192.914288,29315083.6992317,1249.52841385168,4893722.47325621,4796931.46429277,96791.0089634423,0.92,4440.116465,429763352.562543,0
"LMIC",2023,2.14,"Asthma/COPD chronic treatment",1143127956.69853,1370695045.42696,227567088.728432,3856.80927926653,6632843.93806178,6632843.93806178,0,0.92,4440.116465,0,0
"LMIC",2023,2.3,"Diabetes screening and treatment",16364433675.9043,19393705500.6208,3029271824.71642,19598.4998808839,66367296.5125071,66367296.5125071,0,0.92,4440.116465,0,0
"LMIC",2023,2.4,"CVD primary prevention",2635257713.72545,3142114658.6258,506856944.900349,183547.540476022,73627818.7081324,73627818.7081324,0,0.92,4440.116465,0,0
"LMIC",2023,2.5,"Aspirin for suspected ACS",2129200.07423486,2535030.06613087,405829.991896014,590.115710795467,43858714.2535421,43858714.2535421,0,0.92,4440.116465,0,0
"LMIC",2023,2.6,"CVD secondary prevention",5539524727.29982,6506573130.24281,967048402.942988,127890.667519396,52632669.4716274,52632669.4716274,0,0.92,4440.116465,0,0
"LMIC",2023,2.7,"Heart failure chronic treatment",359493689.828625,431642759.930901,72149070.1022757,68940.9801113066,49729170.2320736,49729170.2320736,0,0.92,4440.116465,0,0
"LMIC",2023,2.9,"Alcohol use screening/brief intervention",20773607.168449,208073403.677616,187299796.509167,1608.1177007741,12209083.3210803,12209083.3210803,0,0.92,4440.116465,0,0
"LMIC",2023,3.1,"Medical management of ACS",1858419361.01642,2165637808.10187,307218447.085442,51513.0068988592,43858714.2535421,43858714.2535421,0,0.92,4440.116465,0,0
"LMIC",2023,3.2,"Heart failure acute treatment",3202659954.57131,3733464707.36723,530804752.795915,156410.156355189,49729170.2320736,49729170.2320736,0,0.92,4440.116465,0,0
"LMIC",2023,3.3,"Cervical cancer screening and treatment",435960859.450922,662585723.458306,226624864.007384,9102.06313615827,3092492.07259816,3092492.07259816,0,0.92,4440.116465,0,0
"LMIC",2023,3.4,"Asthma/COPD acute treatment",2759435490.33337,3262673427.81492,503237937.481552,64343.9549205416,24795852.970193,24795852.970193,0,0.92,4440.116465,0,0
"LMIC",2023,3.6,"Management of bowel obstruction",140461954.149744,365592160.4247,225130206.274956,7065.1813882003,2676365.82732661,2676365.82732661,0,0.92,4440.116465,0,0
"LMIC",2023,3.7,"Management of appendicitis",9709847.25338307,27314758.9457274,17604911.6923443,1118.40060516547,597027.136267246,593539.347105022,3486.70034278438,0.92,4440.116465,15481355.6005181,0
"LMIC",2023,3.8,"Repair of hernias",463884283.543559,1491638406.73745,1027754123.19389,4618.16766843974,3389571.17894685,3356076.11875673,33495.0601901231,0.92,4440.116465,148721968.246332,0
"LMIC",2023,3.9,"Repair of gastrointestinal perforations",2588648.64658379,7833732.52090039,5245083.87431661,372.369903730284,1863092.01302172,1863092.01302172,0,0.92,4440.116465,0,0
"LMIC",2023,4.1,"PCI for ACS",1339695731.01652,1566606528.67918,226910797.662653,4045.74183868589,43858714.2535421,43858714.2535421,0,0.92,4440.116465,0,0
"LMIC",2023,4.2,"Management of acute ventilatory failure",98234281.4971593,117261520.431926,19027238.9347664,677.821848802354,24795852.970193,24795852.970193,0,0.92,4440.116465,0,0
"LMIC",2023,4.3,"Treatment of early-stage breast cancer",5910767.1396474,8938717.63634404,3027950.49669664,1151.48985009873,5196834.02647154,5196834.02647154,0,0.92,4440.116465,0,0
"LMIC",2023,4.4,"Treatment of early-stage colorectal cancer",43175005.9365219,66236030.9867085,23061025.0501866,983.707377035639,2909601.49258014,2909601.49258014,0,0.92,4440.116465,0,0
"LMIC",2023,5.1,"Tobacco tax",1738849.30495114,3415058.10321354,1676208.7982624,18359.411625959,127087475.83544,127087475.83544,0,0.92,4440.116465,0,0
"LMIC",2023,5.2,"Alcohol tax",1907380.79835018,2991702.02718415,1084321.22883397,1532.32260352594,36885538.7275284,36885538.7275284,0,0.92,4440.116465,0,0
"LMIC",2023,5.3,"Tobacco policy",6498654.8810536,7269278.75026329,770623.869209698,3928.6639436886,127087475.83544,127087475.83544,0,0.92,4440.116465,0,0
"LMIC",2023,5.4,"Alcohol policy",1994070.51631828,2959133.90510888,965063.388790602,3033.49548080113,36885538.7275284,36885538.7275284,0,0.92,4440.116465,0,0
"LMIC",2023,5.5,"Salt policy",214543858.845504,228316381.905238,13772523.0597342,12178.7050757918,73627818.7081324,73627818.7081324,0,0.92,4440.116465,0,0
"LMIC",2023,5.6,"Trans fat policy",87382523.0408071,96171069.6709258,8788546.63011867,8009.87932649467,43858714.2535421,43858714.2535421,0,0.92,4440.116465,0,0
"LMIC",2024,1.1,"IDU harm reduction measures",2576954.02236181,36969780.7381925,34392826.7158307,1096.0254912869,7174273.00995357,7074993.95478538,99278.8632107555,0.8464,4797.842517,476324350.95199,0
"LMIC",2024,1.2,"Pulmonary rehabilitation",38476186.6057927,53339305.3302173,14863118.7244246,7075.86179951735,17075026.5999016,17036173.8194865,38852.7804150491,0.8464,4797.842517,186409521.778987,0
"LMIC",2024,2.1,"Depression chronic treatment",96656953.7064957,132122387.230795,35465433.5242996,1051.71489736906,27217131.2421339,27100525.7541211,116605.488012858,0.8464,4797.842517,559454768.103624,0
"LMIC",2024,2.11,"Bipolar disorder chronic treatment",174716436.967136,848523112.619153,673806675.652018,31.8905232881933,3011124.59055597,2903738.08641681,107386.504139165,0.8464,4797.842517,515223535.310881,0
"LMIC",2024,2.12,"Schizophrenia chronic treatment",920478261.185109,1139897712.55304,219419451.367929,8.18643907015934,2775055.07875713,2720783.43102039,54271.6477367436,0.8464,4797.842517,260386818.978995,0
"LMIC",2024,2.13,"Epilepsy acute and chronic treatment",371288045.546513,425992822.616805,54704777.0702923,2508.18875966183,4514804.72475593,4257178.53203507,257626.192720854,0.8464,4797.842517,1236049900.92895,0
"LMIC",2024,2.14,"Asthma/COPD chronic treatment",1070773415.77236,1497401104.8329,426627689.06054,7531.25827231248,6111244.77592498,6048290.20504594,62954.5708790401,0.8464,4797.842517,302046116.802949,0
"LMIC",2024,2.3,"Diabetes screening and treatment",15453684976.4189,21175839676.829,5722154700.41007,39481.0342908239,62811011.8163339,62461892.2674456,349119.548888372,0.8464,4797.842517,1675020615.17249,0
"LMIC",2024,2.4,"CVD primary prevention",2475250266.79671,3428358931.85608,953108665.059367,364622.897393817,69307409.8196305,67470860.1736325,1836549.64599804,0.8464,4797.842517,8811475976.15069,0
"LMIC",2024,2.5,"Aspirin for suspected ACS",2013615.41251671,2780964.90479619,767349.492279481,1174.17192162839,41330795.7584349,41325100.7551538,5691.93410435311,0.8464,4797.842517,27309003.4498276,0
"LMIC",2024,2.6,"CVD secondary prevention",5255204427.08146,7093955501.56917,1838751074.48772,254264.534123276,49637388.0389147,48368526.9253449,1268861.11356987,0.8464,4797.842517,6087795798.8535,0
"LMIC",2024,2.7,"Heart failure chronic treatment",342059958.272301,479627595.979481,137567637.70718,136147.916171863,46888599.3188767,46158735.375172,729863.943704729,0.8464,4797.842517,3501772260.73184,0
"LMIC",2024,2.9,"Alcohol use screening/brief intervention",19427626.1408457,369811656.347746,350384030.206901,3226.73068964342,11273608.357944,11194646.2712182,78962.0867258221,0.8464,4797.842517,378847656.924191,0
"LMIC",2024,3.1,"Medical management of ACS",1762196109.69319,2344317234.2662,582121124.573017,102373.398927384,41330795.7584349,40812963.4255962,517832.332838657,0.8464,4797.842517,2484477983.1706,0
"LMIC",2024,3.2,"Heart failure acute treatment",3047376745.85116,4058690211.08116,1011313465.23001,304776.960444627,46888599.3188767,45279305.9824194,1609293.3364573,0.8464,4797.842517,7721135991.9796,0
"LMIC",2024,3.3,"Cervical cancer screening and treatment",407745981.523186,831927137.495506,424181155.972319,18417.8220333431,2904191.76415283,2729945.90799409,174245.856158747,0.8464,4797.842517,836004177.089502,0
"LMIC",2024,3.4,"Asthma/COPD acute treatment",2589844306.22242,3534766358.1952,944922051.972772,125164.582555629,23186271.3758266,22389426.7185016,796844.657324932,0.8464,4797.842517,3823135176.35785,0
"LMIC",2024,3.6,"Management of bowel obstruction",132059342.68173,554968640.343467,422909297.661738,14044.2322202821,2492229.10595427,2355109.78639982,137119.319554453,0.8464,4797.842517,657876901.260464,0
"LMIC",2024,3.7,"Management of appendicitis",9024565.58376935,41675977.3922399,32651411.8084706,2192.65330683779,542740.922763675,508263.953651978,34476.9691116968,0.8464,4797.842517,165415068.261395,0
"LMIC",2024,3.8,"Repair of hernias",435672329.934035,2364663346.79926,1928991016.86523,9179.96295068515,3187097.30567072,2963141.55102575,223955.754644972,0.8464,4797.842517,1074504441.56247,0
"LMIC",2024,3.9,"Repair of gastrointestinal perforations",2434227.25685497,12300935.8629268,9866708.60607185,723.404278563637,1703162.30828181,1697933.532893,5227.1436913949,0.8464,4797.842517,25079012.2450428,0
"LMIC",2024,4.1,"PCI for ACS",1274561875.42651,1705648525.39668,431086649.970176,8180.32487849455,41330795.7584349,41278725.6356165,52070.1228184189,0.8464,4797.842517,249824249.123622,0
"LMIC",2024,4.2,"Management of acute ventilatory failure",92551898.2595896,128409918.938118,35858020.6785288,1334.57678625814,23186271.3758266,23178461.0945059,7809.06210373878,0.8464,4797.842517,37466650.1792114,0
"LMIC",2024,4.3,"Treatment of early-stage breast cancer",5585830.2042184,11300295.6980266,5714465.49380816,2368.27318451886,4949271.72615502,4926953.66407933,22316.5693108399,0.8464,4797.842517,107071385.073125,0
"LMIC",2024,4.4,"Treatment of early-stage colorectal cancer",41046484.3579973,84826402.0487636,43779917.6907663,2030.30271349402,2792220.19741398,2778074.09936943,14144.3542612569,0.8464,4797.842517,67862384.2501686,0
"LMIC",2024,5.1,"Tobacco tax",1615339.45903962,4734530.59453106,3119191.13549145,47082.8951518923,119604975.331806,119397201.305207,207774.026599197,0.8464,4797.842517,996867058.745918,8971803.52871326
"LMIC",2024,5.2,"Alcohol tax",1778680.83162666,3794592.9042377,2015912.07261104,3199.73649676466,34798532.3033588,34778756.3591709,19775.1922763564,0.8464,4797.842517,94878258.285353,853904.324568177
"LMIC",2024,5.3,"Tobacco policy",6043074.73823781,7476944.31849253,1433869.58025472,10054.1225488605,119604975.331806,119560560.533121,44414.7986842851,0.8464,4797.842517,213095209.511459,1917856.88560313
"LMIC",2024,5.4,"Alcohol policy",1857011.33555361,3651655.05798982,1794643.72243621,6359.93221732467,34798532.3033588,34758967.1653959,39565.1379629569,0.8464,4797.842517,189827301.109645,1708445.70998681
"LMIC",2024,5.5,"Salt policy",199250484.332022,224952887.048922,25702402.7168998,24131.4185686224,69307409.8196305,69183951.1565948,123458.663035736,0.8464,4797.842517,592335222.604829,592335.222604829
"LMIC",2024,5.6,"Trans fat policy",81212292.6197444,97582630.7510974,16370338.131353,15910.2557021931,41330795.7584349,41248257.9922559,82537.7661789825,0.8464,4797.842517,396003203.831727,396003.203831727
"LMIC",2025,1.1,"IDU harm reduction measures",2388214.68245526,50350996.7683749,47962782.0859196,1737.93719942003,7010551.23231901,6816519.52644814,194031.353084881,0.778688,5184.427284,1005941440.8847,0
"LMIC",2025,1.2,"Pulmonary rehabilitation",36388952.9438957,57495288.1079315,21106335.1640357,10455.366964424,16062430.4837647,15989411.4782757,73019.0054889434,0.778688,5184.427284,378561724.307424,0
"LMIC",2025,2.1,"Depression chronic treatment",90542935.157911,140441277.871981,49898342.7140695,1576.45160629205,25038830.7740534,24830453.1073435,208377.666709831,0.778688,5184.427284,1080318860.6667,0
"LMIC",2025,2.11,"Bipolar disorder chronic treatment",163280190.875621,1108321060.65551,945040869.779891,47.7748294599734,2770132.0014852,2620650.97919181,149481.022293387,0.778688,5184.427284,774973490.41805,0
"LMIC",2025,2.12,"Schizophrenia chronic treatment",859964964.982874,1167587750.78052,307622785.79765,12.2766713608352,2552956.8225505,2477647.80888754,75309.0136629586,0.778688,5184.427284,390434105.165371,0
"LMIC",2025,2.13,"Epilepsy acute and chronic treatment",346179212.590122,422723140.962287,76543928.3721652,3782.86314087936,4169899.36250563,3778726.28700838,391173.075497247,0.778688,5184.427284,2028008365.37412,0
"LMIC",2025,2.14,"Asthma/COPD chronic treatment",1002693673.57435,1602411684.78432,599718011.209974,11025.0193438583,5636295.36067072,5520140.21299217,116155.147678549,0.778688,5184.427284,602197916.801721,0
"LMIC",2025,2.3,"Diabetes screening and treatment",14592406278.9882,22698551474.7736,8106145195.78537,59662.2558874529,59487547.8459314,58823488.9500557,664058.895875656,0.778688,5184.427284,3442765057.96067,0
"LMIC",2025,2.4,"CVD primary prevention",2323803587.76029,3667636190.12978,1343832602.36949,543385.301073512,65293008.9812698,61839192.3537106,3453816.6275592,0.778688,5184.427284,17906061157.8508,0
"LMIC",2025,2.5,"Aspirin for suspected ACS",1903544.51600383,2991201.69262245,1087657.17661862,1751.34358135643,38975197.7667526,38964448.1733946,10749.1788844116,0.778688,5184.427284,55728336.2889402,0
"LMIC",2025,2.6,"CVD secondary prevention",4984753760.80447,7606872920.12594,2622119159.32147,379101.928629888,46848916.2655514,44458344.6528309,2390571.61272051,0.778688,5184.427284,12393744693.3441,0
"LMIC",2025,2.7,"Heart failure chronic treatment",325214462.375587,521809185.158216,196594722.782629,201621.110509581,44244776.5767857,42879639.4399874,1365137.13679831,0.778688,5184.427284,7077454218.41879,0
"LMIC",2025,2.9,"Alcohol use screening/brief intervention",18163469.8974319,509601451.975621,491437982.078189,4860.12585441046,10413592.1337229,10266391.340125,147200.793597818,0.778688,5184.427284,763151810.55498,0
"LMIC",2025,3.1,"Medical management of ACS",1669983848.50542,2496845779.8077,826861931.302277,152534.504881132,38975197.7667526,37999476.2262442,975721.540508404,0.778688,5184.427284,5058557376.19828,0
"LMIC",2025,3.2,"Heart failure acute treatment",2897021428.77567,4341004450.91766,1443983022.14199,445374.940756522,44244776.5767857,41267915.391648,2976861.18513774,0.778688,5184.427284,15433320348.9087,0
"LMIC",2025,3.3,"Cervical cancer screening and treatment",381355902.596504,976816499.1852,595460596.588696,27968.2877487363,2728066.10056211,2400717.54683019,327348.553731918,0.778688,5184.427284,1697114773.34569,0
"LMIC",2025,3.4,"Asthma/COPD acute treatment",2429760997.55224,3760176108.31507,1330415110.76283,182470.251880601,21698725.8444354,20228010.7079418,1470715.13649357,0.778688,5184.427284,7624815680.62906,0
"LMIC",2025,3.6,"Management of bowel obstruction",124123152.157447,719860317.08075,595737164.923302,20950.1280662059,2322469.07019934,2066909.21766735,255559.852531986,0.778688,5184.427284,1324931472.16185,0
"LMIC",2025,3.7,"Management of appendicitis",8386073.85193802,53791016.8142609,45404942.9623229,3225.56869882213,493932.754493069,434365.700885677,59567.0536073926,0.778688,5184.427284,308821057.949657,0
"LMIC",2025,3.8,"Repair of hernias",409057521.407005,3124333546.71749,2715276025.31049,13687.3046175722,3000723.02847474,2611731.92262029,388991.105854451,0.778688,5184.427284,2016696102.42515,0
"LMIC",2025,3.9,"Repair of gastrointestinal perforations",2288285.97066509,16204562.9819837,13916277.0113186,1053.06689257577,1557940.2136576,1548374.09778791,9565.2115254856,0.778688,5184.427284,49590143.6099588,0
"LMIC",2025,4.1,"PCI for ACS",1213693455.44836,1828532352.6049,614838897.15654,12423.9850308013,38975197.7667526,38877027.7800628,98169.9866897337,0.778688,5184.427284,508955157.464172,0
"LMIC",2025,4.2,"Management of acute ventilatory failure",87158772.2392714,137820752.833299,50661980.5940272,1969.05163683836,21698725.8444354,21684104.5337999,14620.9831880414,0.778688,5184.427284,75801424.1589874,0
"LMIC",2025,4.3,"Treatment of early-stage breast cancer",5277673.74943143,13367366.7259215,8089692.97649009,3654.87683567696,4714855.98401034,4672302.99205444,42552.9919558974,0.778688,5184.427284,220612892.511987,0
"LMIC",2025,4.4,"Treatment of early-stage colorectal cancer",39053384.7980997,101439657.79659,62386272.9984904,3146.81279860456,2681167.2594284,2653971.26832845,27195.9910999433,0.778688,5184.427284,140995638.273967,0
"LMIC",2025,5.1,"Tobacco tax",1500509.59585417,5852760.08987833,4352250.49402416,84963.6648893777,112651276.536093,112152444.876718,498831.659374224,0.778688,5184.427284,2586156464.98272,23275408.1848445
"LMIC",2025,5.2,"Alcohol tax",1658221.08653499,4468507.0398466,2810285.95331161,4998.2099161149,32852341.6299963,32813365.0591101,38976.5708862036,0.778688,5184.427284,202071197.539194,1818640.77785275
"LMIC",2025,5.3,"Tobacco policy",5618001.60832565,7618565.54664322,2000563.93831756,18104.8095657367,112651276.536093,112544781.829915,106494.706177458,0.778688,5184.427284,552114060.307977,4969026.54277179
"LMIC",2025,5.4,"Alcohol policy",1728795.16873076,4231299.81587991,2502504.64714915,9969.87281666488,32852341.6299963,32774103.5292553,78238.1007410224,0.778688,5184.427284,405619744.130097,3650577.69717087
"LMIC",2025,5.5,"Salt policy",184992874.616643,220963666.677999,35970792.0613558,35866.5270450218,65293008.9812698,65060928.0588614,232080.922408388,0.778688,5184.427284,1203206666.22993,1203206.66622993
"LMIC",2025,5.6,"Trans fat policy",75457988.0729934,98323497.8418923,22865509.7688988,23695.7056271694,38975197.7667526,38819791.697711,155406.069041589,0.778688,5184.427284,805691464.438401,805691.464438402
"LMIC",2026,1.1,"IDU harm reduction measures",2215677.59155854,61682127.3906774,59466449.7991188,2457.53172643807,6857589.20581698,6572888.24394849,284700.474934812,0.71639296,5602.201702,1594949485.24001,0
"LMIC",2026,1.2,"Pulmonary rehabilitation",34518523.4473275,61233304.1730468,26714780.7257193,13911.4315417421,15077846.6776065,14975149.801521,102696.876085537,0.71639296,5602.201702,575328613.996478,0
"LMIC",2026,2.1,"Depression chronic treatment",84783524.3993621,147151119.317175,62367594.9178132,2102.96048708763,23036821.1840988,22752035.2762574,284785.907841459,0.71639296,5602.201702,1595428097.61504,0
"LMIC",2026,2.11,"Bipolar disorder chronic treatment",152567035.892024,1330024734.68396,1177457698.79194,63.6948107309022,2548643.05431458,2364568.59197818,184074.462336397,0.71639296,5602.201702,1031222266.1957,0
"LMIC",2026,2.12,"Schizophrenia chronic treatment",802732186.492248,1185719794.68133,382987608.189086,16.3876536124804,2348832.94692979,2256154.79305034,92678.1538794574,0.71639296,5602.201702,519201711.401714,0
"LMIC",2026,2.13,"Epilepsy acute and chronic treatment",322799924.252025,418021067.743456,95221143.4914307,5092.48744477424,3854075.56834631,3352920.72828492,501154.840061388,0.71639296,5602.201702,2807570497.95744,0
"LMIC",2026,2.14,"Asthma/COPD chronic treatment",939504996.611289,1689318499.05772,749813502.446427,14463.8029881172,5193549.57831676,5032959.96908989,160589.609226874,0.71639296,5602.201702,899655382.13431,0
"LMIC",2026,2.3,"Diabetes screening and treatment",13770476760.6517,23970203931.4046,10199727170.7529,80822.3579559249,56230356.058368,55285020.8259989,945335.23236907,0.71639296,5602.201702,5295958647.73857,0
"LMIC",2026,2.4,"CVD primary prevention",2179648970.80445,3862394559.51006,1682745588.70561,728586.716216675,61398540.2192064,56535464.2929584,4863075.92624798,0.71639296,5602.201702,27243932230.9817,0
"LMIC",2026,2.5,"Aspirin for suspected ACS",1797280.97519037,3165565.09087,1368284.11567962,2348.88374897026,36685899.7349536,36670715.3594961,15183.7900597908,0.71639296,5602.201702,85062654.5157706,0
"LMIC",2026,2.6,"CVD secondary prevention",4739536881.92682,8070609009.91007,3331072127.98324,508751.033772885,44139331.6538732,40767371.2975886,3371960.35628456,0.71639296,5602.201702,18890402047.0539,0
"LMIC",2026,2.7,"Heart failure chronic treatment",311011892.820286,562261888.351984,251249995.531698,268563.28093881,41676829.8139241,39764860.6186025,1911969.19532156,0.71639296,5602.201702,10711237080.202,0
"LMIC",2026,2.9,"Alcohol use screening/brief intervention",16972750.4232113,629253039.519679,612280289.096467,6511.37976001487,9618502.99650135,9412803.55134674,205699.445154609,0.71639296,5602.201702,1152369781.74561,0
"LMIC",2026,3.1,"Medical management of ACS",1587598809.22099,2634758418.04887,1047159608.82788,204437.965669556,36685899.7349536,35309629.5257854,1376270.20916821,0.71639296,5602.201702,7710143308.21402,0
"LMIC",2026,3.2,"Heart failure acute treatment",2771344821.11609,4617035014.96204,1845690193.84594,585664.103182777,41676829.8139241,37553336.430336,4123493.38358812,0.71639296,5602.201702,23100641651.7231,0
"LMIC",2026,3.3,"Cervical cancer screening and treatment",356422340.801249,1098619935.6725,742197594.871248,37638.8896114219,2557587.07602065,2097292.25175521,460294.824265442,0.71639296,5602.201702,2578664447.92165,0
"LMIC",2026,3.4,"Asthma/COPD acute treatment",2281691720.22006,3948499026.08742,1666807305.86736,239141.648785952,20271396.2559233,18238972.5012373,2032423.75468593,0.71639296,5602.201702,11386047817.6868,0
"LMIC",2026,3.6,"Management of bowel obstruction",116652870.885952,862726312.10333,746073441.217378,28016.0035840794,2164346.91230342,1807105.42343085,357241.488872571,0.71639296,5602.201702,2001338876.98693,0
"LMIC",2026,3.7,"Management of appendicitis",7795384.32146746,63905809.1232071,56110424.8017396,4238.86138002756,449824.624548349,370179.869789381,79644.7547589681,0.71639296,5602.201702,446185980.666064,0
"LMIC",2026,3.8,"Repair of hernias",383532070.524737,3776849409.24187,3393317338.71713,18380.5984682606,2824198.14227746,2293324.39100628,530873.751271183,0.71639296,5602.201702,2974061832.91855,0
"LMIC",2026,3.9,"Repair of gastrointestinal perforations",2153750.21018717,19611848.2958796,17458098.0856924,1374.65651911682,1423799.36094263,1410685.31071262,13113.6155051703,0.71639296,5602.201702,73465119.1024389,0
"LMIC",2026,4.1,"PCI for ACS",1151729016.40963,1928411135.44848,776682119.038857,16718.7669439349,36685899.7349536,36547502.4144573,138397.320496299,0.71639296,5602.201702,775329704.436608,0
"LMIC",2026,4.2,"Management of acute ventilatory failure",82232668.3877839,145969106.529277,63736438.1414928,2614.14314249445,20271396.2559233,20250906.9423775,20488.8501322595,0.71639296,5602.201702,114782671.082967,0
"LMIC",2026,4.3,"Treatment of early-stage breast cancer",4974633.91034613,15128331.307971,10153697.3976249,4999.49007173136,4484370.24609011,4423634.40529557,60735.8407945389,0.71639296,5602.201702,340254430.671567,0
"LMIC",2026,4.4,"Treatment of early-stage colorectal cancer",37032037.3558521,115780781.178362,78748743.8225102,4322.05906584905,2569292.1970918,2530188.56748605,39103.6296057512,0.71639296,5602.201702,219066420.331717,0
"LMIC",2026,5.1,"Tobacco tax",1393748.71342436,6790301.74535162,5396553.03192725,132297.531894835,105914686.494951,105073386.421744,841300.073207019,0.71639296,5602.201702,4713132702.01309,42418194.3181178
"LMIC",2026,5.2,"Alcohol tax",1545392.31059573,5026941.83848751,3481549.52789177,6944.34857932238,30955165.7049991,30897962.064565,57203.6404341272,0.71639296,5602.201702,320466331.800663,2884196.98620597
"LMIC",2026,5.3,"Tobacco policy",5221305.92309161,7701856.46546766,2480550.54237606,28130.5931925476,105914686.494951,105735307.472303,179379.022648222,0.71639296,5602.201702,1004917465.98297,9044257.19384671
"LMIC",2026,5.4,"Alcohol policy",1608793.2467513,4709946.13273162,3101152.88598032,13892.12146905,30955165.7049991,30839997.4230619,115168.281937157,0.71639296,5602.201702,645195945.084754,5806763.50576279
"LMIC",2026,5.5,"Salt policy",171697874.984533,216440871.585535,44742996.6010018,47984.8408531357,61398540.2192064,61071902.650289,326637.568917391,0.71639296,5602.201702,1829889544.52615,1829889.54452615
"LMIC",2026,5.6,"Trans fat policy",70090479.2496227,98473850.1170955,28383370.8674728,31740.1915319928,36685899.7349536,36466838.1653426,219061.569611019,0.71639296,5602.201702,1227227098.11764,1227227.09811764
"LMIC",2027,1.1,"IDU harm reduction measures",2055800.6335214,71173428.5550076,69117627.9214862,3267.03044606977,6721571.42981913,6349497.98896253,372072.843082457,0.6590815232,6053.685193,2252411860.88568,0
"LMIC",2027,1.2,"Pulmonary rehabilitation",32702793.2340438,64365458.8725764,31662665.6385326,17297.0471940158,14149570.451257,14021212.0177506,128358.433506439,0.6590815232,6053.685193,777041548.314605,0
"LMIC",2027,2.1,"Depression chronic treatment",79363720.9928472,152424069.189655,73060348.1968074,2631.22486628459,21203247.1482752,20855420.0597157,347827.088559559,0.6590815232,6053.685193,2105635695.7373,0
